league,season,game,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
ENG-Premier League,1718,2018-01-13 Newcastle United-Swansea City,23,Sat,2018-01-13,15:00 (12:00),Newcastle United,1–1,Swansea City,51444,St. James' Park,Graham Scott,/en/matches/2f39646c/Newcastle-United-Swansea-City-January-13-2018-Premier-League,,2f39646c
ENG-Premier League,1718,2018-01-13 Tottenham Hotspur-Everton,23,Sat,2018-01-13,17:30 (14:30),Tottenham Hotspur,4–0,Everton,76251,Wembley Stadium,Craig Pawson,/en/matches/22374439/Tottenham-Hotspur-Everton-January-13-2018-Premier-League,,22374439
ENG-Premier League,1718,2018-01-13 Watford-Southampton,23,Sat,2018-01-13,15:00 (12:00),Watford,2–2,Southampton,20018,Vicarage Road Stadium,Roger East,/en/matches/eb2cc880/Watford-Southampton-January-13-2018-Premier-League,,eb2cc880
ENG-Premier League,1718,2018-01-13 West Brom-Brighton,23,Sat,2018-01-13,15:00 (12:00),West Brom,2–0,Brighton,25240,The Hawthorns,Martin Atkinson,/en/matches/e1119830/West-Bromwich-Albion-Brighton-and-Hove-Albion-January-13-2018-Premier-League,,e1119830
ENG-Premier League,1718,2018-01-14 Bournemouth-Arsenal,23,Sun,2018-01-14,13:30 (10:30),Bournemouth,2–1,Arsenal,10836,Vitality Stadium,Kevin Friend,/en/matches/085a3a26/Bournemouth-Arsenal-January-14-2018-Premier-League,,085a3a26
ENG-Premier League,1718,2018-01-14 Liverpool-Manchester City,23,Sun,2018-01-14,16:00 (13:00),Liverpool,4–3,Manchester City,53285,Anfield,Andre Marriner,/en/matches/481fc676/Liverpool-Manchester-City-January-14-2018-Premier-League,,481fc676
ENG-Premier League,1718,2018-01-15 Manchester Utd-Stoke City,23,Mon,2018-01-15,20:00 (17:00),Manchester Utd,3–0,Stoke City,74726,Old Trafford,Anthony Taylor,/en/matches/baf79461/Manchester-United-Stoke-City-January-15-2018-Premier-League,,baf79461
ENG-Premier League,1718,2018-01-20 Arsenal-Crystal Palace,24,Sat,2018-01-20,15:00 (12:00),Arsenal,4–1,Crystal Palace,59386,Emirates Stadium,Chris Kavanagh,/en/matches/65607b87/Arsenal-Crystal-Palace-January-20-2018-Premier-League,,65607b87
ENG-Premier League,1718,2018-01-20 Brighton-Chelsea,24,Sat,2018-01-20,12:30 (09:30),Brighton,0–4,Chelsea,30600,The American Express Community Stadium,Jonathan Moss,/en/matches/9c2b1d89/Brighton-and-Hove-Albion-Chelsea-January-20-2018-Premier-League,,9c2b1d89
ENG-Premier League,1718,2018-01-20 Burnley-Manchester Utd,24,Sat,2018-01-20,15:00 (12:00),Burnley,0–1,Manchester Utd,21841,Turf Moor,Mike Dean,/en/matches/ff3f2b39/Burnley-Manchester-United-January-20-2018-Premier-League,,ff3f2b39
ENG-Premier League,1718,2018-01-20 Everton-West Brom,24,Sat,2018-01-20,15:00 (12:00),Everton,1–1,West Brom,39061,Goodison Park,Stuart Attwell,/en/matches/01d63d4d/Everton-West-Bromwich-Albion-January-20-2018-Premier-League,,01d63d4d
ENG-Premier League,1718,2018-01-20 Leicester City-Watford,24,Sat,2018-01-20,15:00 (12:00),Leicester City,2–0,Watford,31891,King Power Stadium,Lee Probert,/en/matches/40e6f091/Leicester-City-Watford-January-20-2018-Premier-League,,40e6f091
ENG-Premier League,1718,2018-01-20 Manchester City-Newcastle United,24,Sat,2018-01-20,17:30 (14:30),Manchester City,3–1,Newcastle United,54452,Etihad Stadium,Paul Tierney,/en/matches/d2e55b6f/Manchester-City-Newcastle-United-January-20-2018-Premier-League,,d2e55b6f
ENG-Premier League,1718,2018-01-20 Stoke City-Huddersfield Town,24,Sat,2018-01-20,15:00 (12:00),Stoke City,2–0,Huddersfield Town,29785,Bet365 Stadium,Michael Oliver,/en/matches/4acdcd55/Stoke-City-Huddersfield-Town-January-20-2018-Premier-League,,4acdcd55
ENG-Premier League,1718,2018-01-20 West Ham United-Bournemouth,24,Sat,2018-01-20,15:00 (12:00),West Ham United,1–1,Bournemouth,56948,London Stadium,Martin Atkinson,/en/matches/bbd82d91/West-Ham-United-Bournemouth-January-20-2018-Premier-League,,bbd82d91
ENG-Premier League,1718,2018-01-21 Southampton-Tottenham Hotspur,24,Sun,2018-01-21,16:00 (13:00),Southampton,1–1,Tottenham Hotspur,31361,St. Mary's Stadium,Kevin Friend,/en/matches/5b5c13a0/Southampton-Tottenham-Hotspur-January-21-2018-Premier-League,,5b5c13a0
ENG-Premier League,1718,2018-01-22 Swansea City-Liverpool,24,Mon,2018-01-22,20:00 (17:00),Swansea City,1–0,Liverpool,20886,Liberty Stadium,Niel Swarbrick,/en/matches/2c81652d/Swansea-City-Liverpool-January-22-2018-Premier-League,,2c81652d
ENG-Premier League,1718,2018-01-30 Huddersfield Town-Liverpool,25,Tue,2018-01-30,20:00 (17:00),Huddersfield Town,0–3,Liverpool,24121,The John Smith's Stadium,Kevin Friend,/en/matches/813d0751/Huddersfield-Town-Liverpool-January-30-2018-Premier-League,,813d0751
ENG-Premier League,1718,2018-01-30 Swansea City-Arsenal,25,Tue,2018-01-30,19:45 (16:45),Swansea City,3–1,Arsenal,20819,Liberty Stadium,Lee Mason,/en/matches/d42b1f12/Swansea-City-Arsenal-January-30-2018-Premier-League,,d42b1f12
ENG-Premier League,1718,2018-01-30 West Ham United-Crystal Palace,25,Tue,2018-01-30,19:45 (16:45),West Ham United,1–1,Crystal Palace,56911,London Stadium,Niel Swarbrick,/en/matches/9ae03901/West-Ham-United-Crystal-Palace-January-30-2018-Premier-League,,9ae03901
ENG-Premier League,1718,2018-01-31 Chelsea-Bournemouth,25,Wed,2018-01-31,19:45 (16:45),Chelsea,0–3,Bournemouth,41464,Stamford Bridge,Lee Probert,/en/matches/8bffc3ba/Chelsea-Bournemouth-January-31-2018-Premier-League,,8bffc3ba
ENG-Premier League,1718,2018-01-31 Everton-Leicester City,25,Wed,2018-01-31,19:45 (16:45),Everton,2–1,Leicester City,38390,Goodison Park,Chris Kavanagh,/en/matches/d4dec53e/Everton-Leicester-City-January-31-2018-Premier-League,,d4dec53e
ENG-Premier League,1718,2018-01-31 Manchester City-West Brom,25,Wed,2018-01-31,20:00 (17:00),Manchester City,3–0,West Brom,53241,Etihad Stadium,Robert Madley,/en/matches/c5500fbf/Manchester-City-West-Bromwich-Albion-January-31-2018-Premier-League,,c5500fbf
ENG-Premier League,1718,2018-01-31 Newcastle United-Burnley,25,Wed,2018-01-31,19:45 (16:45),Newcastle United,1–1,Burnley,50174,St. James' Park,Simon Hooper,/en/matches/e2a83944/Newcastle-United-Burnley-January-31-2018-Premier-League,,e2a83944
ENG-Premier League,1718,2018-01-31 Southampton-Brighton,25,Wed,2018-01-31,19:45 (16:45),Southampton,1–1,Brighton,30034,St. Mary's Stadium,Mike Dean,/en/matches/02109db0/Southampton-Brighton-and-Hove-Albion-January-31-2018-Premier-League,,02109db0
ENG-Premier League,1718,2018-01-31 Stoke City-Watford,25,Wed,2018-01-31,20:00 (17:00),Stoke City,0–0,Watford,27458,Bet365 Stadium,Jonathan Moss,/en/matches/4f701c0f/Stoke-City-Watford-January-31-2018-Premier-League,,4f701c0f
ENG-Premier League,1718,2018-01-31 Tottenham Hotspur-Manchester Utd,25,Wed,2018-01-31,20:00 (17:00),Tottenham Hotspur,2–0,Manchester Utd,81978,Wembley Stadium,Andre Marriner,/en/matches/e766e559/Tottenham-Hotspur-Manchester-United-January-31-2018-Premier-League,,e766e559
ENG-Premier League,1718,2018-02-03 Arsenal-Everton,26,Sat,2018-02-03,17:30 (14:30),Arsenal,5–1,Everton,59306,Emirates Stadium,Niel Swarbrick,/en/matches/ac69ef1b/Arsenal-Everton-February-3-2018-Premier-League,,ac69ef1b
ENG-Premier League,1718,2018-02-03 Bournemouth-Stoke City,26,Sat,2018-02-03,15:00 (12:00),Bournemouth,2–1,Stoke City,10614,Vitality Stadium,Paul Tierney,/en/matches/3ad5f648/Bournemouth-Stoke-City-February-3-2018-Premier-League,,3ad5f648
ENG-Premier League,1718,2018-02-03 Brighton-West Ham United,26,Sat,2018-02-03,15:00 (12:00),Brighton,3–1,West Ham United,30589,The American Express Community Stadium,Roger East,/en/matches/a424d390/Brighton-and-Hove-Albion-West-Ham-United-February-3-2018-Premier-League,,a424d390
ENG-Premier League,1718,2018-02-03 Burnley-Manchester City,26,Sat,2018-02-03,12:30 (09:30),Burnley,1–1,Manchester City,21658,Turf Moor,Martin Atkinson,/en/matches/a54e56e3/Burnley-Manchester-City-February-3-2018-Premier-League,,a54e56e3
ENG-Premier League,1718,2018-02-03 Leicester City-Swansea City,26,Sat,2018-02-03,15:00 (12:00),Leicester City,1–1,Swansea City,31179,King Power Stadium,Anthony Taylor,/en/matches/e85b8a76/Leicester-City-Swansea-City-February-3-2018-Premier-League,,e85b8a76
ENG-Premier League,1718,2018-02-03 Manchester Utd-Huddersfield Town,26,Sat,2018-02-03,15:00 (12:00),Manchester Utd,2–0,Huddersfield Town,74742,Old Trafford,Stuart Attwell,/en/matches/a41f9ea1/Manchester-United-Huddersfield-Town-February-3-2018-Premier-League,,a41f9ea1
ENG-Premier League,1718,2018-02-03 West Brom-Southampton,26,Sat,2018-02-03,15:00 (12:00),West Brom,2–3,Southampton,25911,The Hawthorns,Michael Oliver,/en/matches/398ae957/West-Bromwich-Albion-Southampton-February-3-2018-Premier-League,,398ae957
ENG-Premier League,1718,2018-02-04 Crystal Palace-Newcastle United,26,Sun,2018-02-04,14:15 (11:15),Crystal Palace,1–1,Newcastle United,25746,Selhurst Park,Andre Marriner,/en/matches/8849f87b/Crystal-Palace-Newcastle-United-February-4-2018-Premier-League,,8849f87b
ENG-Premier League,1718,2018-02-04 Liverpool-Tottenham Hotspur,26,Sun,2018-02-04,16:30 (13:30),Liverpool,2–2,Tottenham Hotspur,53213,Anfield,Jonathan Moss,/en/matches/4825ca2d/Liverpool-Tottenham-Hotspur-February-4-2018-Premier-League,,4825ca2d
ENG-Premier League,1718,2018-02-05 Watford-Chelsea,26,Mon,2018-02-05,20:00 (17:00),Watford,4–1,Chelsea,20157,Vicarage Road Stadium,Mike Dean,/en/matches/92aff98f/Watford-Chelsea-February-5-2018-Premier-League,,92aff98f
ENG-Premier League,1718,2018-02-10 Everton-Crystal Palace,27,Sat,2018-02-10,15:00 (12:00),Everton,3–1,Crystal Palace,39139,Goodison Park,Jonathan Moss,/en/matches/15ad0bb7/Everton-Crystal-Palace-February-10-2018-Premier-League,,15ad0bb7
ENG-Premier League,1718,2018-02-10 Manchester City-Leicester City,27,Sat,2018-02-10,17:30 (14:30),Manchester City,5–1,Leicester City,54416,Etihad Stadium,Mike Jones,/en/matches/f9585810/Manchester-City-Leicester-City-February-10-2018-Premier-League,,f9585810
ENG-Premier League,1718,2018-02-10 Stoke City-Brighton,27,Sat,2018-02-10,15:00 (12:00),Stoke City,1–1,Brighton,29876,Bet365 Stadium,Robert Madley,/en/matches/f37354cd/Stoke-City-Brighton-and-Hove-Albion-February-10-2018-Premier-League,,f37354cd
ENG-Premier League,1718,2018-02-10 Swansea City-Burnley,27,Sat,2018-02-10,15:00 (12:00),Swansea City,1–0,Burnley,20179,Liberty Stadium,Andre Marriner,/en/matches/2fffd724/Swansea-City-Burnley-February-10-2018-Premier-League,,2fffd724
ENG-Premier League,1718,2018-02-10 Tottenham Hotspur-Arsenal,27,Sat,2018-02-10,12:30 (09:30),Tottenham Hotspur,1–0,Arsenal,83222,Wembley Stadium,Anthony Taylor,/en/matches/9be2b4a6/North-London-Derby-Tottenham-Hotspur-Arsenal-February-10-2018-Premier-League,,9be2b4a6
ENG-Premier League,1718,2018-02-10 West Ham United-Watford,27,Sat,2018-02-10,15:00 (12:00),West Ham United,2–0,Watford,56197,London Stadium,Graham Scott,/en/matches/fd50c838/West-Ham-United-Watford-February-10-2018-Premier-League,,fd50c838
ENG-Premier League,1718,2018-02-11 Huddersfield Town-Bournemouth,27,Sun,2018-02-11,12:00 (09:00),Huddersfield Town,4–1,Bournemouth,23823,The John Smith's Stadium,Michael Oliver,/en/matches/5406ef33/Huddersfield-Town-Bournemouth-February-11-2018-Premier-League,,5406ef33
ENG-Premier League,1718,2018-02-11 Newcastle United-Manchester Utd,27,Sun,2018-02-11,14:15 (11:15),Newcastle United,1–0,Manchester Utd,52309,St. James' Park,Craig Pawson,/en/matches/a58f05b9/Newcastle-United-Manchester-United-February-11-2018-Premier-League,,a58f05b9
ENG-Premier League,1718,2018-02-11 Southampton-Liverpool,27,Sun,2018-02-11,16:30 (13:30),Southampton,0–2,Liverpool,31915,St. Mary's Stadium,Martin Atkinson,/en/matches/016d56ed/Southampton-Liverpool-February-11-2018-Premier-League,,016d56ed
ENG-Premier League,1718,2018-02-12 Chelsea-West Brom,27,Mon,2018-02-12,20:00 (17:00),Chelsea,3–0,West Brom,41071,Stamford Bridge,Lee Mason,/en/matches/47b76f62/Chelsea-West-Bromwich-Albion-February-12-2018-Premier-League,,47b76f62
ENG-Premier League,1718,2018-02-24 Bournemouth-Newcastle United,28,Sat,2018-02-24,15:00 (12:00),Bournemouth,2–2,Newcastle United,10808,Vitality Stadium,Roger East,/en/matches/c3df70b9/Bournemouth-Newcastle-United-February-24-2018-Premier-League,,c3df70b9
ENG-Premier League,1718,2018-02-24 Brighton-Swansea City,28,Sat,2018-02-24,15:00 (12:00),Brighton,4–1,Swansea City,30523,The American Express Community Stadium,Mike Dean,/en/matches/ecb61418/Brighton-and-Hove-Albion-Swansea-City-February-24-2018-Premier-League,,ecb61418
